subjID,playerColor,compColor,exptPart,trialNumber,playerRole,liarPlayer,marblesSampled,probabilityRed,drawnRed,drawnBlue,reportedDrawn,reportedRed,reportedBlue,callBS,redTrialScore,blueTrialScore,redTotalScore,blueTotalScore,responseTime,trialTime,currStartTime,currEndTime
sona-31898,blue,red,trial,13,liar,blue,6,0.5,0,6,6,0,6,TRUE,-3,6,15,42,1481,17503,1610824989801,1610825007304
sona-31898,blue,red,trial,14,liar,blue,6,0.5,1,5,5,1,5,TRUE,-2,5,15,42,1655,17338,1610825008334,1610825025672
sona-31898,blue,red,trial,15,liar,blue,6,0.5,3,3,3,3,3,FALSE,3,3,15,42,1228,16722,1610825026703,1610825043425
sona-31898,blue,red,trial,16,liar,blue,6,0.5,4,2,3,3,3,TRUE,6,0,18,63,1591,16977,1610825046935,1610825063912
sona-31898,blue,red,trial,17,liar,blue,6,0.5,1,5,5,1,5,FALSE,1,5,18,63,1452,17455,1610825064946,1610825082401
sona-31898,blue,red,trial,18,liar,blue,6,0.5,5,1,3,3,3,TRUE,6,0,18,63,3119,17923,1610825083431,1610825101354
sona-31898,blue,red,trial,19,liar,blue,6,0.5,6,0,4,2,4,TRUE,6,0,18,63,7006,22332,1610825102387,1610825124720
sona-31898,blue,red,trial,20,liar,blue,6,0.5,2,4,4,2,4,FALSE,2,4,18,63,1925,17293,1610825125748,1610825143041
sona-34046,blue,red,trial,1,detector,red,6,0.5,5,1,5,5,1,FALSE,5,1,0,0,7605,16050,1610592184333,1610592200383
sona-34046,blue,red,trial,2,detector,red,6,0.5,3,3,6,6,0,TRUE,0,6,0,0,1441,10091,1610592201388,1610592211479
sona-34046,blue,red,trial,3,detector,red,6,0.5,0,6,0,0,6,FALSE,0,6,0,0,2838,11547,1610592212485,1610592224032
sona-34046,blue,red,trial,4,detector,red,6,0.5,2,4,3,3,3,FALSE,3,3,0,0,1842,10462,1610592225037,1610592235499
sona-34046,blue,red,trial,5,detector,red,6,0.5,4,2,1,1,5,FALSE,1,5,0,0,3558,12209,1610592236504,1610592248713
sona-34046,blue,red,trial,6,detector,red,6,0.5,2,4,4,4,2,FALSE,4,2,9,21,3150,11720,1610592252228,1610592263948
sona-34046,blue,red,trial,7,detector,red,6,0.5,3,3,5,5,1,TRUE,0,6,9,21,2273,10840,1610592264951,1610592275791
sona-34046,blue,red,trial,8,detector,red,6,0.5,4,2,0,0,6,FALSE,0,6,9,21,4710,13224,1610592276794,1610592290018
sona-34046,blue,red,trial,9,detector,red,6,0.5,4,2,4,4,2,FALSE,4,2,9,21,3026,11513,1610592291021,1610592302534
sona-34046,blue,red,trial,10,detector,red,6,0.5,2,4,1,1,5,FALSE,1,5,9,21,4212,12597,1610592303536,1610592316133
sona-34046,blue,red,trial,11,liar,blue,6,0.5,5,1,0,6,0,FALSE,6,0,18,42,10846,27643,1610592332896,1610592360539
sona-34046,blue,red,trial,12,liar,blue,6,0.5,4,2,2,4,2,FALSE,4,2,18,42,1921,18017,1610592361546,1610592379563
sona-34046,blue,red,trial,13,liar,blue,6,0.5,3,3,3,3,3,TRUE,0,3,18,42,6731,22252,1610592380566,1610592402818
sona-34046,blue,red,trial,14,liar,blue,6,0.5,3,3,3,3,3,TRUE,0,3,18,42,1074,16010,1610592403822,1610592419832
sona-34046,blue,red,trial,15,liar,blue,6,0.5,4,2,4,2,4,TRUE,6,0,18,42,7052,22133,1610592420837,1610592442970
sona-34046,blue,red,trial,16,liar,blue,6,0.5,6,0,0,6,0,FALSE,6,0,34,50,5654,21149,1610592446480,1610592467629
sona-34046,blue,red,trial,17,liar,blue,6,0.5,4,2,2,4,2,FALSE,4,2,34,50,2461,20530,1610592468636,1610592489166
sona-34046,blue,red,trial,18,liar,blue,6,0.5,0,6,6,0,6,TRUE,-3,6,34,50,1815,19500,1610592490171,1610592509671
sona-34046,blue,red,trial,19,liar,blue,6,0.5,5,1,1,5,1,TRUE,2,1,34,50,10118,26834,1610592510685,1610592537519
sona-34046,blue,red,trial,20,liar,blue,6,0.5,1,5,5,1,5,FALSE,1,5,34,50,1392,15960,1610592538528,1610592554489
sona-34752,red,blue,trial,1,detector,blue,6,0.5,4,2,0,6,0,TRUE,6,0,0,0,10249,18934,1610921932895,1610921951829
sona-34752,red,blue,trial,2,detector,blue,6,0.5,2,4,6,0,6,TRUE,6,0,0,0,5383,14064,1610921952836,1610921966900
sona-34752,red,blue,trial,3,detector,blue,6,0.5,3,3,3,3,3,FALSE,3,3,0,0,1568,10302,1610921967906,1610921978208
sona-34752,red,blue,trial,4,detector,blue,6,0.5,4,2,3,3,3,FALSE,3,3,0,0,10643,19214,1610921979214,1610921998428
sona-34752,red,blue,trial,5,detector,blue,6,0.5,4,2,0,6,0,TRUE,6,0,0,0,2415,10933,1610921999435,1610922010368
sona-34752,red,blue,trial,6,detector,blue,6,0.5,2,4,6,0,6,TRUE,6,0,24,6,1951,10507,1610922013908,1610922024415
sona-34752,red,blue,trial,7,detector,blue,6,0.5,1,5,5,1,5,FALSE,1,5,24,6,2116,10760,1610922025426,1610922036186
sona-34752,red,blue,trial,8,detector,blue,6,0.5,3,3,5,1,5,TRUE,6,0,24,6,1813,10396,1610922037192,1610922047588
sona-34752,red,blue,trial,9,detector,blue,6,0.5,5,1,1,5,1,FALSE,5,1,24,6,2842,11634,1610922048603,1610922060237
sona-34752,red,blue,trial,10,detector,blue,6,0.5,2,4,4,2,4,FALSE,2,4,24,6,1604,10039,1610922061242,1610922071281
sona-34752,red,blue,trial,11,liar,red,6,0.5,3,3,3,3,3,FALSE,3,3,44,16,6720,32448,1610922093182,1610922125630
sona-34752,red,blue,trial,12,liar,red,6,0.5,0,6,0,0,6,TRUE,0,3,44,16,1769,17091,1610922126668,1610922143759
sona-34752,red,blue,trial,13,liar,red,6,0.5,5,1,6,6,0,FALSE,6,0,44,16,1718,16901,1610922144771,1610922161672
sona-34752,red,blue,trial,14,liar,red,6,0.5,3,3,3,3,3,FALSE,3,3,44,16,1271,16766,1610922162696,1610922179462
sona-34752,red,blue,trial,15,liar,red,6,0.5,1,5,4,4,2,FALSE,4,2,44,16,1981,17226,1610922180484,1610922197710
sona-34752,red,blue,trial,16,liar,red,6,0.5,4,2,1,1,5,FALSE,1,5,60,27,975,16190,1610922201306,1610922217496
sona-34752,red,blue,trial,17,liar,red,6,0.5,4,2,4,4,2,FALSE,4,2,60,27,1805,17056,1610922218534,1610922235590
sona-34752,red,blue,trial,18,liar,red,6,0.5,6,0,6,6,0,TRUE,6,-3,60,27,1101,16668,1610922236641,1610922253309
sona-34752,red,blue,trial,19,liar,red,6,0.5,5,1,5,5,1,FALSE,5,1,60,27,1215,17600,1610922254345,1610922271945
sona-34752,red,blue,trial,20,liar,red,6,0.5,3,3,3,3,3,TRUE,3,0,60,27,941,15925,1610922272980,1610922288905
sona-27715,blue,red,trial,1,detector,red,6,0.5,3,3,6,6,0,TRUE,0,6,0,0,3112,11817,1610414982025,1610414993842
sona-27715,blue,red,trial,2,detector,red,6,0.5,2,4,4,4,2,TRUE,0,6,0,0,7303,15959,1610414994852,1610415010811
sona-27715,blue,red,trial,3,detector,red,6,0.5,5,1,0,0,6,TRUE,0,6,0,0,5033,13599,1610415011820,1610415025419
sona-27715,blue,red,trial,4,detector,red,6,0.5,3,3,1,1,5,FALSE,1,5,0,0,2562,11010,1610415026422,1610415037432
sona-27715,blue,red,trial,5,detector,red,6,0.5,4,2,5,5,1,FALSE,5,1,0,0,3853,12382,1610415038434,1610415050816
sona-27715,blue,red,trial,6,detector,red,6,0.5,2,4,6,6,0,TRUE,0,6,6,24,3190,11873,1610415054324,1610415066197
sona-27715,blue,red,trial,7,detector,red,6,0.5,3,3,5,5,1,FALSE,5,1,6,24,3418,11998,1610415067205,1610415079203
sona-27715,blue,red,trial,8,detector,red,6,0.5,3,3,1,1,5,FALSE,1,5,6,24,3589,12086,1610415080207,1610415092293
sona-27715,blue,red,trial,9,detector,red,6,0.5,4,2,4,4,2,FALSE,4,2,6,24,2831,11218,1610415093300,1610415104518
sona-27715,blue,red,trial,10,detector,red,6,0.5,4,2,5,5,1,TRUE,0,6,6,24,2488,10968,1610415105531,1610415116499
sona-27715,blue,red,trial,11,liar,blue,6,0.5,6,0,0,6,0,FALSE,6,0,16,44,8052,24730,1610415136696,1610415161426
sona-27715,blue,red,trial,12,liar,blue,6,0.5,2,4,4,2,4,TRUE,-1,4,16,44,3463,19677,1610415162437,1610415182114
sona-27715,blue,red,trial,13,liar,blue,6,0.5,5,1,0,6,0,FALSE,6,0,16,44,2105,17751,1610415183130,1610415200881
sona-27715,blue,red,trial,14,liar,blue,6,0.5,1,5,5,1,5,FALSE,1,5,16,44,2634,18020,1610415201889,1610415219909
sona-27715,blue,red,trial,15,liar,blue,6,0.5,2,4,6,0,6,FALSE,0,6,16,44,4068,18710,1610415220923,1610415239633
sona-27715,blue,red,trial,16,liar,blue,6,0.5,0,6,6,0,6,TRUE,-3,6,28,59,2499,18230,1610415243148,1610415261378
sona-27715,blue,red,trial,17,liar,blue,6,0.5,4,2,0,6,0,FALSE,6,0,28,59,6647,21485,1610415262394,1610415283879
sona-27715,blue,red,trial,18,liar,blue,6,0.5,3,3,3,3,3,FALSE,3,3,28,59,3442,18147,1610415284896,1610415303043
sona-27715,blue,red,trial,19,liar,blue,6,0.5,5,1,1,5,1,FALSE,5,1,28,59,1851,17343,1610415304059,1610415321402
sona-27715,blue,red,trial,20,liar,blue,6,0.5,5,1,1,5,1,FALSE,5,1,28,59,1839,17529,1610415322410,1610415339939
sona-22652,blue,red,trial,1,detector,red,6,0.5,3,3,5,5,1,TRUE,0,6,0,0,11490,19925,1610481319126,1610481339051
sona-22652,blue,red,trial,2,detector,red,6,0.5,3,3,1,1,5,TRUE,0,6,0,0,12560,21017,1610481340057,1610481361074
sona-22652,blue,red,trial,3,detector,red,6,0.5,4,2,4,4,2,FALSE,4,2,0,0,9515,18014,1610481362077,1610481380091
sona-22652,blue,red,trial,4,detector,red,6,0.5,3,3,4,4,2,FALSE,4,2,0,0,9508,17992,1610481381097,1610481399089
sona-22652,blue,red,trial,5,detector,red,6,0.5,2,4,2,2,4,TRUE,2,1,0,0,12674,21172,1610481400094,1610481421266
sona-22652,blue,red,trial,6,detector,red,6,0.5,3,3,1,1,5,TRUE,0,6,10,17,6817,15433,1610481424771,1610481440204
sona-22652,blue,red,trial,7,detector,red,6,0.5,4,2,5,5,1,TRUE,0,6,10,17,14407,22963,1610481441208,1610481464171
sona-22652,blue,red,trial,8,detector,red,6,0.5,3,3,0,0,6,TRUE,0,6,10,17,9174,17704,1610481465174,1610481482878
sona-22652,blue,red,trial,9,detector,red,6,0.5,3,3,6,6,0,TRUE,0,6,10,17,6522,14901,1610481483882,1610481498783
sona-22652,blue,red,trial,10,detector,red,6,0.5,2,4,0,0,6,TRUE,0,6,10,17,6675,15057,1610481499785,1610481514842
sona-22652,blue,red,trial,11,liar,blue,6,0.5,6,0,4,2,4,TRUE,6,0,10,47,8876,24418,1610481532019,1610481556437
sona-22652,blue,red,trial,12,liar,blue,6,0.5,3,3,1,5,1,FALSE,5,1,10,47,20021,40896,1610481557442,1610481598338
sona-22652,blue,red,trial,13,liar,blue,6,0.5,5,1,3,3,3,FALSE,3,3,10,47,11653,28377,1610481599342,1610481627719
sona-22652,blue,red,trial,14,liar,blue,6,0.5,1,5,4,2,4,TRUE,6,0,10,47,10103,28568,1610481628723,1610481657291
sona-22652,blue,red,trial,15,liar,blue,6,0.5,0,6,5,1,5,FALSE,1,5,10,47,6353,22073,1610481658298,1610481680371
sona-22652,blue,red,trial,16,liar,blue,6,0.5,3,3,3,3,3,FALSE,3,3,31,56,3450,18746,1610481683879,1610481702625
sona-22652,blue,red,trial,17,liar,blue,6,0.5,5,1,2,4,2,FALSE,4,2,31,56,4821,21232,1610481703631,1610481724863
sona-22652,blue,red,trial,18,liar,blue,6,0.5,4,2,4,2,4,FALSE,2,4,31,56,4484,19173,1610481725872,1610481745045
sona-22652,blue,red,trial,19,liar,blue,6,0.5,3,3,2,4,2,TRUE,6,0,31,56,6094,21800,1610481746053,1610481767853
sona-22652,blue,red,trial,20,liar,blue,6,0.5,2,4,2,4,2,TRUE,6,0,31,56,5964,22509,1610481768859,1610481791368
sona-32193,blue,red,trial,1,liar,blue,6,0.5,3,3,2,4,2,TRUE,6,0,0,0,6019,22893,1610644922565,1610644945458
sona-32193,blue,red,trial,2,liar,blue,6,0.5,4,2,3,3,3,FALSE,3,3,0,0,2577,18766,1610644946482,1610644965248
sona-32193,blue,red,trial,3,liar,blue,6,0.5,3,3,3,3,3,FALSE,3,3,0,0,2471,19269,1610644966277,1610644985546
sona-32193,blue,red,trial,4,liar,blue,6,0.5,1,5,5,1,5,FALSE,1,5,0,0,2294,18340,1610644986549,1610645004889
sona-32193,blue,red,trial,5,liar,blue,6,0.5,5,1,1,5,1,FALSE,5,1,0,0,2484,18521,1610645005893,1610645024414
sona-32193,blue,red,trial,6,liar,blue,6,0.5,0,6,6,0,6,FALSE,0,6,18,12,3636,19611,1610645027923,1610645047534
sona-32193,blue,red,trial,7,liar,blue,6,0.5,4,2,2,4,2,FALSE,4,2,18,12,1860,17626,1610645048564,1610645066190
sona-32193,blue,red,trial,8,liar,blue,6,0.5,3,3,3,3,3,FALSE,3,3,18,12,2584,21572,1610645067217,1610645088789
sona-32193,blue,red,trial,9,liar,blue,6,0.5,2,4,3,3,3,TRUE,6,0,18,12,2418,18495,1610645089794,1610645108289
sona-32193,blue,red,trial,10,liar,blue,6,0.5,6,0,0,6,0,TRUE,3,0,18,12,2775,18376,1610645109320,1610645127696
sona-32193,blue,red,trial,11,detector,red,6,0.5,5,1,5,5,1,FALSE,5,1,34,23,5040,13722,1610645144430,1610645158152
sona-32193,blue,red,trial,12,detector,red,6,0.5,2,4,2,2,4,TRUE,2,1,34,23,5081,13474,1610645159178,1610645172652
sona-32193,blue,red,trial,13,detector,red,6,0.5,4,2,0,0,6,TRUE,0,6,34,23,2174,10767,1610645173655,1610645184422
sona-32193,blue,red,trial,14,detector,red,6,0.5,0,6,3,3,3,FALSE,3,3,34,23,1797,10379,1610645185445,1610645195824
sona-32193,blue,red,trial,15,detector,red,6,0.5,3,3,2,2,4,FALSE,2,4,34,23,1587,10009,1610645196847,1610645206856
sona-32193,blue,red,trial,16,detector,red,6,0.5,2,4,6,6,0,FALSE,6,0,46,38,835,9294,1610645210363,1610645219657
sona-32193,blue,red,trial,17,detector,red,6,0.5,4,2,4,4,2,FALSE,4,2,46,38,4531,13198,1610645220682,1610645233880
sona-32193,blue,red,trial,18,detector,red,6,0.5,3,3,1,1,5,TRUE,0,6,46,38,1366,9936,1610645234906,1610645244842
sona-32193,blue,red,trial,19,detector,red,6,0.5,3,3,1,1,5,FALSE,1,5,46,38,1541,10134,1610645245868,1610645256002
sona-32193,blue,red,trial,20,detector,red,6,0.5,3,3,5,5,1,TRUE,0,6,46,38,1838,10578,1610645257031,1610645267609
sona-30874,blue,red,trial,1,liar,blue,6,0.5,0,6,6,0,6,TRUE,-3,6,0,0,2815,18127,1610449570675,1610449588802
sona-30874,blue,red,trial,2,liar,blue,6,0.5,1,5,5,1,5,TRUE,-2,5,0,0,2818,18833,1610449589838,1610449608671
sona-30874,blue,red,trial,3,liar,blue,6,0.5,3,3,3,3,3,FALSE,3,3,0,0,2122,16965,1610449609703,1610449626668
sona-30874,blue,red,trial,4,liar,blue,6,0.5,5,1,2,4,2,FALSE,4,2,0,0,10301,24938,1610449627707,1610449652645
sona-30874,blue,red,trial,5,liar,blue,6,0.5,6,0,1,5,1,TRUE,6,0,0,0,6024,20841,1610449653678,1610449674519
sona-30874,blue,red,trial,6,liar,blue,6,0.5,4,2,3,3,3,TRUE,6,0,8,16,4913,20071,1610449678034,1610449698105
sona-30874,blue,red,trial,7,liar,blue,6,0.5,3,3,3,3,3,FALSE,3,3,8,16,1301,15970,1610449699134,1610449715104
sona-30874,blue,red,trial,8,liar,blue,6,0.5,4,2,2,4,2,FALSE,4,2,8,16,2498,17151,1610449716134,1610449733285
sona-30874,blue,red,trial,9,liar,blue,6,0.5,1,5,5,1,5,TRUE,-2,5,8,16,2232,17546,1610449734321,1610449751867
sona-30874,blue,red,trial,10,liar,blue,6,0.5,3,3,4,2,4,TRUE,6,0,8,16,4025,19078,1610449752897,1610449771975
sona-30874,blue,red,trial,11,detector,red,6,0.5,2,4,2,2,4,FALSE,2,4,25,26,9829,18275,1610449831031,1610449849306
sona-30874,blue,red,trial,12,detector,red,6,0.5,3,3,0,0,6,FALSE,0,6,25,26,2623,11078,1610449850376,1610449861454
sona-30874,blue,red,trial,13,detector,red,6,0.5,4,2,6,6,0,TRUE,0,6,25,26,5411,13849,1610449862481,1610449876330
sona-30874,blue,red,trial,14,detector,red,6,0.5,2,4,3,3,3,FALSE,3,3,25,26,2776,11236,1610449877371,1610449888607
sona-30874,blue,red,trial,15,detector,red,6,0.5,2,4,5,5,1,FALSE,5,1,25,26,5389,14089,1610449889637,1610449903726
sona-30874,blue,red,trial,16,detector,red,6,0.5,3,3,3,3,3,FALSE,3,3,35,46,1776,10457,1610449907236,1610449917693
sona-30874,blue,red,trial,17,detector,red,6,0.5,4,2,4,4,2,TRUE,4,-1,35,46,5511,13945,1610449918721,1610449932666
sona-30874,blue,red,trial,18,detector,red,6,0.5,2,4,1,1,5,FALSE,1,5,35,46,2189,10767,1610449933698,1610449944465
sona-30874,blue,red,trial,19,detector,red,6,0.5,3,3,5,5,1,TRUE,0,6,35,46,17712,26330,1610449945492,1610449971822
sona-30874,blue,red,trial,20,detector,red,6,0.5,3,3,1,1,5,FALSE,1,5,35,46,1540,9979,1610449972854,1610449982833
sona-28394,blue,red,trial,1,detector,red,6,0.5,4,2,4,4,2,FALSE,4,2,0,0,3256,11657,1610662508667,1610662520324
sona-28394,blue,red,trial,2,detector,red,6,0.5,4,2,5,5,1,TRUE,0,6,0,0,17573,26053,1610662521327,1610662547380
sona-28394,blue,red,trial,3,detector,red,6,0.5,4,2,5,5,1,FALSE,5,1,0,0,10220,18816,1610662548382,1610662567198
sona-28394,blue,red,trial,4,detector,red,6,0.5,3,3,1,1,5,FALSE,1,5,0,0,18414,27120,1610662568200,1610662595320
sona-28394,blue,red,trial,5,detector,red,6,0.5,3,3,6,6,0,TRUE,0,6,0,0,1993,10752,1610662596323,1610662607075
sona-28394,blue,red,trial,6,detector,red,6,0.5,6,0,5,5,1,TRUE,0,6,10,20,37890,46608,1610662610582,1610662657190
sona-28394,blue,red,trial,7,detector,red,6,0.5,5,1,5,5,1,FALSE,5,1,10,20,10217,18755,1610662658192,1610662676947
sona-28394,blue,red,trial,8,detector,red,6,0.5,5,1,0,0,6,FALSE,0,6,10,20,7361,16056,1610662677950,1610662694006
sona-28394,blue,red,trial,9,detector,red,6,0.5,3,3,6,6,0,TRUE,0,6,10,20,2073,10744,1610662695008,1610662705752
sona-28394,blue,red,trial,10,detector,red,6,0.5,2,4,3,3,3,FALSE,3,3,10,20,1731,10126,1610662706755,1610662716881
sona-28394,blue,red,trial,11,liar,blue,6,0.5,3,3,4,2,4,FALSE,2,4,18,42,4352,21399,1610662733481,1610662754880
sona-28394,blue,red,trial,12,liar,blue,6,0.5,5,1,1,5,1,TRUE,2,1,18,42,2868,19144,1610662755889,1610662775033
sona-28394,blue,red,trial,13,liar,blue,6,0.5,6,0,0,6,0,FALSE,6,0,18,42,3886,19566,1610662776037,1610662795603
sona-28394,blue,red,trial,14,liar,blue,6,0.5,0,6,4,2,4,FALSE,2,4,18,42,4048,19777,1610662796610,1610662816387
sona-28394,blue,red,trial,15,liar,blue,6,0.5,3,3,3,3,3,TRUE,0,3,18,42,2098,17430,1610662817395,1610662834825
sona-28394,blue,red,trial,16,liar,blue,6,0.5,3,3,4,2,4,TRUE,6,0,30,54,5300,21175,1610662838346,1610662859521
sona-28394,blue,red,trial,17,liar,blue,6,0.5,5,1,1,5,1,FALSE,5,1,30,54,2516,20609,1610662860530,1610662881139
sona-28394,blue,red,trial,18,liar,blue,6,0.5,4,2,4,2,4,TRUE,6,0,30,54,3726,19312,1610662882146,1610662901458
sona-28394,blue,red,trial,19,liar,blue,6,0.5,4,2,2,4,2,FALSE,4,2,30,54,4760,20723,1610662902465,1610662923188
sona-28394,blue,red,trial,20,liar,blue,6,0.5,1,5,5,1,5,FALSE,1,5,30,54,2732,18304,1610662924193,1610662942497
sona-22182,blue,red,trial,1,liar,blue,6,0.5,1,5,5,1,5,TRUE,-2,5,0,0,37173,54221,1610521213435,1610521267656
sona-22182,blue,red,trial,2,liar,blue,6,0.5,4,2,2,4,2,FALSE,4,2,0,0,11303,27562,1610521268674,1610521296236
sona-22182,blue,red,trial,3,liar,blue,6,0.5,5,1,1,5,1,FALSE,5,1,0,0,4088,19396,1610521297250,1610521316646
sona-22182,blue,red,trial,4,liar,blue,6,0.5,0,6,6,0,6,TRUE,-3,6,0,0,3840,20097,1610521317659,1610521337756
sona-22182,blue,red,trial,5,liar,blue,6,0.5,1,5,5,1,5,TRUE,-2,5,0,0,2664,18178,1610521338770,1610521356948
sona-22182,blue,red,trial,6,liar,blue,6,0.5,4,2,2,4,2,TRUE,1,2,2,19,4901,19720,1610521360501,1610521380221
sona-22182,blue,red,trial,7,liar,blue,6,0.5,2,4,4,2,4,FALSE,2,4,2,19,3633,19073,1610521381265,1610521400338
sona-22182,blue,red,trial,8,liar,blue,6,0.5,4,2,2,4,2,TRUE,1,2,2,19,1881,18420,1610521401363,1610521419783
sona-22182,blue,red,trial,9,liar,blue,6,0.5,6,0,0,6,0,FALSE,6,0,2,19,3256,18392,1610521420814,1610521439206
sona-22182,blue,red,trial,10,liar,blue,6,0.5,1,5,5,1,5,FALSE,1,5,2,19,3305,19992,1610521440218,1610521460210
sona-22182,blue,red,trial,11,detector,red,6,0.5,5,1,4,4,2,TRUE,0,6,13,32,6596,14983,1610521477054,1610521492037
sona-22182,blue,red,trial,12,detector,red,6,0.5,3,3,1,1,5,FALSE,1,5,13,32,4900,13313,1610521493044,1610521506357
sona-22182,blue,red,trial,13,detector,red,6,0.5,3,3,2,2,4,FALSE,2,4,13,32,43287,52014,1610521507366,1610521559380
sona-22182,blue,red,trial,14,detector,red,6,0.5,1,5,0,0,6,FALSE,0,6,13,32,2824,11392,1610521560394,1610521571786
sona-22182,blue,red,trial,15,detector,red,6,0.5,2,4,6,6,0,TRUE,0,6,13,32,3495,11926,1610521572795,1610521584721
sona-22182,blue,red,trial,16,detector,red,6,0.5,3,3,3,3,3,FALSE,3,3,16,59,3516,12172,1610521588236,1610521600408
sona-22182,blue,red,trial,17,detector,red,6,0.5,3,3,2,2,4,FALSE,2,4,16,59,1920,10488,1610521601413,1610521611901
sona-22182,blue,red,trial,18,detector,red,6,0.5,2,4,4,4,2,TRUE,0,6,16,59,3093,11802,1610521612907,1610521624709
sona-22182,blue,red,trial,19,detector,red,6,0.5,3,3,5,5,1,TRUE,0,6,16,59,1655,10065,1610521625726,1610521635791
sona-22182,blue,red,trial,20,detector,red,6,0.5,2,4,4,4,2,FALSE,4,2,16,59,1780,10305,1610521636797,1610521647102
sona-36509,blue,red,trial,1,liar,blue,6,0.5,3,3,3,3,3,TRUE,0,3,0,0,3127,17898,1611083804211,1611083822109
sona-36509,blue,red,trial,2,liar,blue,6,0.5,4,2,2,4,2,FALSE,4,2,0,0,4194,21248,1611083823125,1611083844373
sona-36509,blue,red,trial,3,liar,blue,6,0.5,6,0,0,6,0,FALSE,6,0,0,0,3272,18882,1611083845387,1611083864269
sona-36509,blue,red,trial,4,liar,blue,6,0.5,5,1,2,4,2,TRUE,6,0,0,0,2790,17609,1611083865282,1611083882891
sona-36509,blue,red,trial,5,liar,blue,6,0.5,3,3,4,2,4,TRUE,6,0,0,0,3571,21523,1611083883905,1611083905428
sona-36509,blue,red,trial,6,liar,blue,6,0.5,5,1,4,2,4,TRUE,6,0,22,5,3697,18302,1611083908958,1611083927261
sona-36509,blue,red,trial,7,liar,blue,6,0.5,2,4,4,2,4,TRUE,-1,4,22,5,5858,20770,1611083928273,1611083949043
sona-36509,blue,red,trial,8,liar,blue,6,0.5,0,6,6,0,6,FALSE,0,6,22,5,3748,18577,1611083950059,1611083968636
sona-36509,blue,red,trial,9,liar,blue,6,0.5,1,5,5,1,5,TRUE,-2,5,22,5,3866,18374,1611083969657,1611083988031
sona-36509,blue,red,trial,10,liar,blue,6,0.5,4,2,3,3,3,TRUE,6,0,22,5,3914,18776,1611083989046,1611084007822
sona-36509,blue,red,trial,11,detector,red,6,0.5,3,3,0,0,6,TRUE,0,6,31,20,7971,16364,1611084024458,1611084040822
sona-36509,blue,red,trial,12,detector,red,6,0.5,4,2,4,4,2,FALSE,4,2,31,20,2594,11312,1611084041832,1611084053144
sona-36509,blue,red,trial,13,detector,red,6,0.5,0,6,1,1,5,FALSE,1,5,31,20,2096,10751,1611084054159,1611084064910
sona-36509,blue,red,trial,14,detector,red,6,0.5,3,3,1,1,5,FALSE,1,5,31,20,2554,11228,1611084065917,1611084077145
sona-36509,blue,red,trial,15,detector,red,6,0.5,5,1,6,6,0,FALSE,6,0,31,20,631,9325,1611084078149,1611084087474
sona-36509,blue,red,trial,16,detector,red,6,0.5,5,1,0,0,6,TRUE,0,6,43,38,3619,12218,1611084090993,1611084103211
sona-36509,blue,red,trial,17,detector,red,6,0.5,1,5,5,5,1,FALSE,5,1,43,38,1606,10205,1611084104219,1611084114424
sona-36509,blue,red,trial,18,detector,red,6,0.5,4,2,2,2,4,FALSE,2,4,43,38,1257,9877,1611084115428,1611084125305
sona-36509,blue,red,trial,19,detector,red,6,0.5,6,0,5,5,1,FALSE,5,1,43,38,564,9054,1611084126311,1611084135365
sona-36509,blue,red,trial,20,detector,red,6,0.5,4,2,4,4,2,FALSE,4,2,43,38,1824,10565,1611084136371,1611084146936
sona-33863,red,blue,trial,1,liar,red,6,0.5,1,5,3,3,3,FALSE,3,3,0,0,11405,27688,1610865545763,1610865573451
sona-33863,red,blue,trial,2,liar,red,6,0.5,4,2,4,4,2,TRUE,4,-1,0,0,1872,17857,1610865574456,1610865592313
sona-33863,red,blue,trial,3,liar,red,6,0.5,5,1,5,5,1,TRUE,5,-2,0,0,1814,16956,1610865593316,1610865610272
sona-33863,red,blue,trial,4,liar,red,6,0.5,5,1,5,5,1,FALSE,5,1,0,0,3148,17607,1610865611276,1610865628883
sona-33863,red,blue,trial,5,liar,red,6,0.5,0,6,3,3,3,FALSE,3,3,0,0,11950,80787,1610865629886,1610865710673
sona-33863,red,blue,trial,6,liar,red,6,0.5,3,3,3,3,3,FALSE,3,3,20,4,1302,16149,1610865714179,1610865730328
sona-33863,red,blue,trial,7,liar,red,6,0.5,2,4,3,3,3,TRUE,0,6,20,4,1996,16658,1610865731330,1610865747988
sona-33863,red,blue,trial,8,liar,red,6,0.5,5,1,5,5,1,FALSE,5,1,20,4,1228,15856,1610865748991,1610865764847
sona-33863,red,blue,trial,9,liar,red,6,0.5,6,0,6,6,0,TRUE,6,-3,20,4,1191,16203,1610865765850,1610865782053
sona-33863,red,blue,trial,10,liar,red,6,0.5,2,4,3,3,3,TRUE,0,6,20,4,997,17960,1610865783056,1610865801016
sona-33863,red,blue,trial,11,detector,blue,6,0.5,4,2,3,3,3,FALSE,3,3,34,17,2455,10892,1610865823664,1610865834556
sona-33863,red,blue,trial,12,detector,blue,6,0.5,3,3,3,3,3,FALSE,3,3,34,17,1655,10391,1610865835558,1610865845949
sona-33863,red,blue,trial,13,detector,blue,6,0.5,3,3,1,5,1,FALSE,5,1,34,17,14655,23088,1610865846952,1610865870040
sona-33863,red,blue,trial,14,detector,blue,6,0.5,3,3,3,3,3,FALSE,3,3,34,17,2460,10902,1610865871043,1610865881945
