subjID,playerColor,compColor,exptPart,trialNumber,playerRole,liarPlayer,marblesSampled,probabilityRed,drawnRed,drawnBlue,reportedDrawn,reportedRed,reportedBlue,callBS,redTrialScore,blueTrialScore,redTotalScore,blueTotalScore,responseTime,trialTime,currStartTime,currEndTime,catchQuestion,catchResponse,catchKey
visitor-0msrq,red,blue,trial,10,detector,blue,6,0.5,0,0,0,6,0,FALSE,0,0,10,14,10302,10302,1622827075745,1622827086047,red,"['TRUE', 'TRUE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE']","['red', 'red', 'blue', 'blue', 'red', 'blue', 'red']"
visitor-0msrq,red,blue,trial,11,detector,blue,6,0.5,2,4,6,0,6,FALSE,0,6,10,14,6563,15034,1622827087049,1622827102084,-1,-1,-1
visitor-0msrq,red,blue,trial,12,detector,blue,6,0.5,2,4,4,2,4,TRUE,-1,4,10,14,12181,20744,1622827103086,1622827123830,-1,-1,-1
visitor-0msrq,red,blue,trial,13,liar,red,6,0.5,4,2,4,4,2,TRUE,4,-1,20,28,9287,25021,1622827145032,1622827170053,-1,-1,-1
visitor-0msrq,red,blue,trial,14,liar,red,6,0.5,2,4,0,0,6,FALSE,0,6,20,28,5918,22872,1622827171058,1622827193931,-1,-1,-1
visitor-0msrq,red,blue,trial,15,liar,red,6,0.5,0,0,0,0,6,FALSE,0,0,20,28,7136,7136,1622827194938,1622827202074,blue,"['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'TRUE', 'TRUE']","['red', 'red', 'blue', 'red', 'red', 'blue', 'blue']"
visitor-0msrq,red,blue,trial,16,liar,red,6,0.5,2,4,6,6,0,FALSE,6,0,20,28,7687,28417,1622827203078,1622827231495,-1,-1,-1
visitor-0msrq,red,blue,trial,17,liar,red,6,0.5,4,2,3,3,3,FALSE,3,3,20,28,2446,17879,1622827232498,1622827250377,-1,-1,-1
visitor-0msrq,red,blue,trial,18,liar,red,6,0.5,6,0,6,6,0,TRUE,6,-3,20,28,3201,19672,1622827251381,1622827271053,-1,-1,-1
visitor-0msrq,red,blue,trial,19,liar,red,6,0.5,1,5,1,1,5,FALSE,1,5,39,33,2968,18454,1622827274562,1622827293017,-1,-1,-1
visitor-0msrq,red,blue,trial,20,liar,red,6,0.5,5,1,0,0,6,FALSE,0,6,39,33,7956,23143,1622827294021,1622827317165,-1,-1,-1
visitor-0msrq,red,blue,trial,21,liar,red,6,0.5,5,1,3,3,3,TRUE,0,6,39,33,1538,17065,1622827318172,1622827335237,-1,-1,-1
visitor-0msrq,red,blue,trial,22,liar,red,6,0.5,4,2,6,6,0,TRUE,0,6,39,33,4900,21047,1622827336242,1622827357289,-1,-1,-1
visitor-0msrq,red,blue,trial,23,liar,red,6,0.5,0,0,6,6,0,TRUE,0,0,39,33,11391,11391,1622827358293,1622827369684,red,"['TRUE', 'TRUE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE']","['red', 'red', 'blue', 'blue', 'red', 'blue', 'red']"
visitor-0msrq,red,blue,trial,24,liar,red,6,0.5,0,6,0,0,6,FALSE,0,6,39,33,1768,18288,1622827370686,1622827388974,-1,-1,-1
visitor-fcqe0,blue,red,trial,1,detector,red,6,0.5,1,5,2,2,4,TRUE,0,6,0,0,2070,10450,1634759052962,1634759063412,-1,-1,-1
visitor-fcqe0,blue,red,trial,2,detector,red,6,0.5,2,4,5,5,1,TRUE,0,6,0,0,8613,17077,1634759065315,1634759082392,-1,-1,-1
visitor-fcqe0,blue,red,trial,3,detector,red,6,0.5,4,2,4,4,2,FALSE,4,2,0,0,3282,11757,1634759084152,1634759095910,-1,-1,-1
visitor-fcqe0,blue,red,trial,4,detector,red,6,0.5,3,3,6,6,0,TRUE,0,6,0,0,2292,10968,1634759098475,1634759109443,-1,-1,-1
visitor-fcqe0,blue,red,trial,5,detector,red,6,0.5,0,0,6,6,0,TRUE,0,0,0,0,8977,8979,1634759110948,1634759119927,blue,"['FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'TRUE']","['red', 'red', 'blue', 'red', 'blue', 'red', 'blue']"
visitor-fcqe0,blue,red,trial,6,detector,red,6,0.5,2,4,2,2,4,FALSE,2,4,0,0,9522,17890,1634759121766,1634759139656,-1,-1,-1
visitor-fcqe0,blue,red,trial,7,detector,red,6,0.5,1,5,3,3,3,FALSE,3,3,6,24,2930,11314,1634759143161,1634759154476,-1,-1,-1
visitor-fcqe0,blue,red,trial,8,detector,red,6,0.5,3,3,1,1,5,TRUE,0,6,6,24,2159,10871,1634759156586,1634759167457,-1,-1,-1
visitor-fcqe0,blue,red,trial,9,detector,red,6,0.5,4,2,0,0,6,TRUE,0,6,6,24,4207,12960,1634759169145,1634759182105,-1,-1,-1
visitor-fcqe0,blue,red,trial,10,detector,red,6,0.5,3,3,3,3,3,FALSE,3,3,6,24,2416,10837,1634759188928,1634759199765,-1,-1,-1
visitor-fcqe0,blue,red,trial,11,detector,red,6,0.5,5,1,5,5,1,FALSE,5,1,6,24,7870,16353,1634759201620,1634759217974,-1,-1,-1
visitor-fcqe0,blue,red,trial,12,detector,red,6,0.5,0,0,5,5,1,FALSE,0,0,6,24,3799,3800,1634759219645,1634759223445,red,"['FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE']","['red', 'red', 'blue', 'blue', 'blue', 'red', 'red']"
visitor-fcqe0,blue,red,trial,13,liar,blue,6,0.5,4,2,0,6,0,FALSE,6,0,17,43,4073,19876,1634759243783,1634759263659,-1,-1,-1
visitor-fcqe0,blue,red,trial,14,liar,blue,6,0.5,3,3,2,4,2,FALSE,4,2,17,43,5097,20056,1634759267245,1634759287301,-1,-1,-1
visitor-fcqe0,blue,red,trial,15,liar,blue,6,0.5,0,6,6,0,6,TRUE,-3,6,17,43,2459,17547,1634759288939,1634759306486,-1,-1,-1
visitor-fcqe0,blue,red,trial,16,liar,blue,6,0.5,4,2,2,4,2,FALSE,4,2,17,43,3638,19082,1634759307578,1634759326660,-1,-1,-1
visitor-fcqe0,blue,red,trial,17,liar,blue,6,0.5,6,0,0,6,0,FALSE,6,0,17,43,9154,24482,1634759328719,1634759353202,-1,-1,-1
visitor-fcqe0,blue,red,trial,18,liar,blue,6,0.5,0,0,0,6,0,FALSE,0,0,17,43,3890,3892,1634759355194,1634759359086,blue,"['TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']","['blue', 'blue', 'red', 'blue', 'red', 'red', 'red']"
visitor-fcqe0,blue,red,trial,19,liar,blue,6,0.5,2,4,4,2,4,TRUE,-1,4,34,53,12059,29304,1634759362594,1634759391899,-1,-1,-1
visitor-fcqe0,blue,red,trial,20,liar,blue,6,0.5,3,3,6,0,6,TRUE,6,0,34,53,3779,18897,1634759395756,1634759414653,-1,-1,-1
visitor-fcqe0,blue,red,trial,21,liar,blue,6,0.5,0,0,6,0,6,TRUE,0,0,34,53,6802,6804,1634759419043,1634759425847,red,"['FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'TRUE']","['blue', 'blue', 'red', 'red', 'red', 'blue', 'red']"
visitor-fcqe0,blue,red,trial,22,liar,blue,6,0.5,2,4,6,0,6,TRUE,6,0,34,53,3673,20132,1634759427747,1634759447879,-1,-1,-1
visitor-fcqe0,blue,red,trial,23,liar,blue,6,0.5,1,5,5,1,5,FALSE,1,5,34,53,2927,18437,1634759450615,1634759469052,-1,-1,-1
visitor-fcqe0,blue,red,trial,24,liar,blue,6,0.5,5,1,1,5,1,FALSE,5,1,34,53,3102,17695,1634759470459,1634759488154,-1,-1,-1
visitor-n186y,blue,red,trial,1,detector,red,6,0.5,2,4,3,3,3,TRUE,0,6,0,0,14600,23021,1619125981727,1619126004748,-1,-1,-1
visitor-n186y,blue,red,trial,2,detector,red,6,0.5,3,3,5,5,1,TRUE,0,6,0,0,11030,19723,1619126005752,1619126025475,-1,-1,-1
visitor-n186y,blue,red,trial,3,detector,red,6,0.5,2,4,2,2,4,TRUE,2,1,0,0,12641,21167,1619126026476,1619126047644,-1,-1,-1
visitor-n186y,blue,red,trial,4,detector,red,6,0.5,0,0,2,2,4,TRUE,0,0,0,0,8439,8440,1619126048660,1619126057100,blue,"['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']","['red', 'red', 'blue', 'blue', 'red', 'blue', 'red']"
visitor-n186y,blue,red,trial,5,detector,red,6,0.5,6,0,6,6,0,FALSE,6,0,0,0,10259,18842,1619126058113,1619126076956,-1,-1,-1
visitor-n186y,blue,red,trial,6,detector,red,6,0.5,2,4,1,1,5,TRUE,0,6,0,0,11180,19571,1619126077969,1619126097540,-1,-1,-1
visitor-n186y,blue,red,trial,7,detector,red,6,0.5,5,1,0,0,6,TRUE,0,6,8,19,8083,16458,1619126101057,1619126117516,-1,-1,-1
visitor-n186y,blue,red,trial,8,detector,red,6,0.5,2,4,3,3,3,FALSE,3,3,8,19,10502,18983,1619126118532,1619126137516,-1,-1,-1
visitor-n186y,blue,red,trial,9,detector,red,6,0.5,2,4,3,3,3,FALSE,3,3,8,19,11076,19578,1619126138521,1619126158099,-1,-1,-1
visitor-n186y,blue,red,trial,10,detector,red,6,0.5,3,3,5,5,1,TRUE,0,6,8,19,8356,16969,1619126159114,1619126176083,-1,-1,-1
visitor-n186y,blue,red,trial,11,detector,red,6,0.5,2,4,6,6,0,TRUE,0,6,8,19,11259,19829,1619126177086,1619126196915,-1,-1,-1
visitor-n186y,blue,red,trial,12,detector,red,6,0.5,0,0,6,6,0,TRUE,0,0,8,19,7787,7787,1619126197919,1619126205706,red,"['TRUE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE']","['red', 'red', 'red', 'blue', 'red', 'blue', 'blue']"
visitor-n186y,blue,red,trial,13,liar,blue,6,0.5,2,4,2,4,2,FALSE,4,2,14,43,6104,22256,1619126222180,1619126244436,-1,-1,-1
visitor-n186y,blue,red,trial,14,liar,blue,6,0.5,1,5,5,1,5,FALSE,1,5,14,43,5168,23404,1619126245444,1619126268849,-1,-1,-1
visitor-n186y,blue,red,trial,15,liar,blue,6,0.5,4,2,3,3,3,TRUE,6,0,14,43,8587,25364,1619126269860,1619126295224,-1,-1,-1
visitor-n186y,blue,red,trial,16,liar,blue,6,0.5,5,1,1,5,1,FALSE,5,1,14,43,4256,20564,1619126296227,1619126316791,-1,-1,-1
visitor-n186y,blue,red,trial,17,liar,blue,6,0.5,0,6,6,0,6,FALSE,0,6,14,43,8819,25152,1619126317799,1619126342951,-1,-1,-1
visitor-n186y,blue,red,trial,18,liar,blue,6,0.5,0,0,6,0,6,FALSE,0,0,14,43,8288,8288,1619126343955,1619126352243,red,"['FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'TRUE']","['blue', 'red', 'blue', 'red', 'blue', 'red', 'red']"
visitor-n186y,blue,red,trial,19,liar,blue,6,0.5,3,3,3,3,3,TRUE,0,3,30,57,4342,22736,1619126355755,1619126378492,-1,-1,-1
visitor-n186y,blue,red,trial,20,liar,blue,6,0.5,2,4,3,3,3,TRUE,6,0,30,57,5972,23148,1619126379506,1619126402655,-1,-1,-1
visitor-n186y,blue,red,trial,21,liar,blue,6,0.5,6,0,3,3,3,FALSE,3,3,30,57,13648,28698,1619126403658,1619126432356,-1,-1,-1
visitor-n186y,blue,red,trial,22,liar,blue,6,0.5,1,5,4,2,4,FALSE,2,4,30,57,4527,19367,1619126433369,1619126452736,-1,-1,-1
visitor-n186y,blue,red,trial,23,liar,blue,6,0.5,0,0,4,2,4,FALSE,0,0,30,57,5786,5786,1619126453746,1619126459532,blue,"['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'TRUE']","['red', 'red', 'red', 'blue', 'red', 'blue', 'blue']"
visitor-n186y,blue,red,trial,24,liar,blue,6,0.5,3,3,2,4,2,FALSE,4,2,30,57,3144,18063,1619126460538,1619126478601,-1,-1,-1
visitor-if5yc,blue,red,trial,1,detector,red,6,0.5,3,3,3,3,3,FALSE,3,3,0,0,29794,38276,1621884994026,1621885032302,-1,-1,-1
visitor-if5yc,blue,red,trial,2,detector,red,6,0.5,5,1,5,5,1,TRUE,5,-2,0,0,19314,27875,1621885033349,1621885061224,-1,-1,-1
visitor-if5yc,blue,red,trial,3,detector,red,6,0.5,6,0,5,5,1,TRUE,0,6,0,0,18489,26953,1621885062266,1621885089219,-1,-1,-1
visitor-if5yc,blue,red,trial,4,detector,red,6,0.5,0,0,5,5,1,TRUE,0,0,0,0,33228,33230,1621885090265,1621885123495,blue,"['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'TRUE']","['red', 'red', 'red', 'blue', 'red', 'blue', 'blue']"
visitor-if5yc,blue,red,trial,5,detector,red,6,0.5,3,3,4,4,2,FALSE,4,2,0,0,27677,36353,1621885124540,1621885160893,-1,-1,-1
visitor-if5yc,blue,red,trial,6,detector,red,6,0.5,2,4,0,0,6,TRUE,0,6,0,0,20193,28619,1621885161935,1621885190554,-1,-1,-1
visitor-if5yc,blue,red,trial,7,detector,red,6,0.5,4,2,4,4,2,FALSE,4,2,12,15,20097,28709,1621885194068,1621885222777,-1,-1,-1
visitor-if5yc,blue,red,trial,8,detector,red,6,0.5,3,3,4,4,2,FALSE,4,2,12,15,14315,22823,1621885223830,1621885246653,-1,-1,-1
visitor-if5yc,blue,red,trial,9,detector,red,6,0.5,4,2,6,6,0,TRUE,0,6,12,15,14047,22668,1621885247703,1621885270371,-1,-1,-1
visitor-if5yc,blue,red,trial,10,detector,red,6,0.5,0,0,6,6,0,TRUE,0,0,12,15,49660,49663,1621885271415,1621885321078,red,"['TRUE', 'TRUE', 'FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE']","['red', 'red', 'blue', 'blue', 'red', 'red', 'blue']"
visitor-if5yc,blue,red,trial,11,detector,red,6,0.5,2,4,1,1,5,FALSE,1,5,12,15,14899,23587,1621885322128,1621885345715,-1,-1,-1
visitor-if5yc,blue,red,trial,12,detector,red,6,0.5,2,4,3,3,3,FALSE,3,3,12,15,14885,23377,1621885346767,1621885370144,-1,-1,-1
visitor-if5yc,blue,red,trial,13,liar,blue,6,0.5,3,3,3,3,3,TRUE,0,3,24,33,15799,35677,1621885388379,1621885424056,-1,-1,-1
visitor-if5yc,blue,red,trial,14,liar,blue,6,0.5,3,3,3,3,3,TRUE,0,3,24,33,25131,45783,1621885425107,1621885470890,-1,-1,-1
visitor-if5yc,blue,red,trial,15,liar,blue,6,0.5,5,1,1,5,1,FALSE,5,1,24,33,16699,36733,1621885471943,1621885508676,-1,-1,-1
visitor-if5yc,blue,red,trial,16,liar,blue,6,0.5,0,0,1,5,1,FALSE,0,0,24,33,37168,37171,1621885509726,1621885546897,blue,"['TRUE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE']","['blue', 'red', 'blue', 'red', 'blue', 'red', 'red']"
visitor-if5yc,blue,red,trial,17,liar,blue,6,0.5,3,3,3,3,3,FALSE,3,3,24,33,9547,27462,1621885547951,1621885575413,-1,-1,-1
visitor-if5yc,blue,red,trial,18,liar,blue,6,0.5,0,6,6,0,6,TRUE,-3,6,24,33,18086,36617,1621885576467,1621885613084,-1,-1,-1
visitor-if5yc,blue,red,trial,19,liar,blue,6,0.5,1,5,5,1,5,FALSE,1,5,29,49,8837,28365,1621885616601,1621885644966,-1,-1,-1
visitor-if5yc,blue,red,trial,20,liar,blue,6,0.5,6,0,0,6,0,FALSE,6,0,29,49,8956,27131,1621885646011,1621885673142,-1,-1,-1
visitor-if5yc,blue,red,trial,21,liar,blue,6,0.5,3,3,3,3,3,FALSE,3,3,29,49,13666,31600,1621885674192,1621885705792,-1,-1,-1
visitor-if5yc,blue,red,trial,22,liar,blue,6,0.5,4,2,2,4,2,FALSE,4,2,29,49,11265,30344,1621885706834,1621885737178,-1,-1,-1
visitor-if5yc,blue,red,trial,23,liar,blue,6,0.5,3,3,3,3,3,FALSE,3,3,29,49,7330,26999,1621885738227,1621885765226,-1,-1,-1
visitor-if5yc,blue,red,trial,24,liar,blue,6,0.5,0,0,3,3,3,FALSE,0,0,29,49,34425,34429,1621885766277,1621885800706,red,"['TRUE', 'FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE']","['red', 'blue', 'blue', 'red', 'red', 'blue', 'red']"
visitor-mwyw0,red,blue,trial,1,detector,blue,6,0.5,2,4,4,2,4,FALSE,2,4,0,0,16643,25162,1621286128726,1621286153888,-1,-1,-1
visitor-mwyw0,red,blue,trial,2,detector,blue,6,0.5,0,0,4,2,4,FALSE,0,0,0,0,12305,12306,1621286154895,1621286167201,blue,"['TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE', 'TRUE']","['blue', 'blue', 'red', 'red', 'red', 'red', 'blue']"
visitor-mwyw0,red,blue,trial,3,detector,blue,6,0.5,1,5,5,1,5,TRUE,-2,5,0,0,7758,16159,1621286168203,1621286184362,-1,-1,-1
visitor-mwyw0,red,blue,trial,4,detector,blue,6,0.5,3,3,1,5,1,TRUE,6,0,0,0,17671,26204,1621286185368,1621286211572,-1,-1,-1
visitor-mwyw0,red,blue,trial,5,detector,blue,6,0.5,5,1,5,1,5,TRUE,6,0,0,0,4078,12569,1621286212575,1621286225145,-1,-1,-1
visitor-mwyw0,red,blue,trial,6,detector,blue,6,0.5,5,1,6,0,6,TRUE,6,0,0,0,3942,12512,1621286226151,1621286238663,-1,-1,-1
visitor-mwyw0,red,blue,trial,7,detector,blue,6,0.5,2,4,4,2,4,FALSE,2,4,18,9,16228,24844,1621286242185,1621286267030,-1,-1,-1
visitor-mwyw0,red,blue,trial,8,detector,blue,6,0.5,4,2,2,4,2,FALSE,4,2,18,9,5109,13719,1621286268046,1621286281765,-1,-1,-1
visitor-mwyw0,red,blue,trial,9,detector,blue,6,0.5,4,2,4,2,4,TRUE,6,0,18,9,4096,12462,1621286282781,1621286295243,-1,-1,-1
visitor-mwyw0,red,blue,trial,10,detector,blue,6,0.5,5,1,4,2,4,TRUE,6,0,18,9,5403,13947,1621286296246,1621286310193,-1,-1,-1
visitor-mwyw0,red,blue,trial,11,detector,blue,6,0.5,0,0,4,2,4,TRUE,0,0,18,9,6337,6337,1621286311205,1621286317542,red,"['FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'TRUE', 'FALSE']","['blue', 'red', 'red', 'blue', 'red', 'red', 'blue']"
visitor-mwyw0,red,blue,trial,12,detector,blue,6,0.5,3,3,0,6,0,TRUE,6,0,18,9,3803,12230,1621286318555,1621286330786,-1,-1,-1
visitor-mwyw0,red,blue,trial,13,liar,red,6,0.5,0,6,0,0,6,FALSE,0,6,42,15,8294,24561,1621286351143,1621286375704,-1,-1,-1
visitor-mwyw0,red,blue,trial,14,liar,red,6,0.5,2,4,0,0,6,TRUE,0,6,42,15,5234,21404,1621286376719,1621286398124,-1,-1,-1
visitor-mwyw0,red,blue,trial,15,liar,red,6,0.5,5,1,5,5,1,TRUE,5,-2,42,15,8824,24491,1621286399133,1621286423624,-1,-1,-1
visitor-mwyw0,red,blue,trial,16,liar,red,6,0.5,2,4,3,3,3,TRUE,0,6,42,15,5071,20912,1621286424637,1621286445549,-1,-1,-1
visitor-mwyw0,red,blue,trial,17,liar,red,6,0.5,1,5,1,1,5,FALSE,1,5,42,15,4784,20049,1621286446556,1621286466606,-1,-1,-1
visitor-mwyw0,red,blue,trial,18,liar,red,6,0.5,0,0,1,1,5,FALSE,0,0,42,15,6086,6086,1621286467624,1621286473710,red,"['TRUE', 'TRUE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE']","['red', 'red', 'blue', 'blue', 'red', 'blue', 'red']"
visitor-mwyw0,red,blue,trial,19,liar,red,6,0.5,3,3,3,3,3,FALSE,3,3,48,36,5405,22279,1621286477235,1621286499514,-1,-1,-1
visitor-mwyw0,red,blue,trial,20,liar,red,6,0.5,6,0,6,6,0,TRUE,6,-3,48,36,4352,20246,1621286500538,1621286520784,-1,-1,-1
visitor-mwyw0,red,blue,trial,21,liar,red,6,0.5,5,1,5,5,1,FALSE,5,1,48,36,3944,19984,1621286521793,1621286541778,-1,-1,-1
visitor-mwyw0,red,blue,trial,22,liar,red,6,0.5,2,4,4,4,2,TRUE,0,6,48,36,7205,22172,1621286542783,1621286564955,-1,-1,-1
visitor-mwyw0,red,blue,trial,23,liar,red,6,0.5,4,2,4,4,2,FALSE,4,2,48,36,3225,19107,1621286565974,1621286585082,-1,-1,-1
visitor-mwyw0,red,blue,trial,24,liar,red,6,0.5,0,0,4,4,2,FALSE,0,0,48,36,6783,6784,1621286586087,1621286592871,blue,"['FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']","['red', 'blue', 'red', 'blue', 'red', 'blue', 'red']"
visitor-p0pzb,red,blue,trial,1,detector,blue,6,0.5,2,4,0,6,0,TRUE,6,0,0,0,87414,95797,1629387352440,1629387448237,-1,-1,-1
visitor-p0pzb,red,blue,trial,2,detector,blue,6,0.5,5,1,2,4,2,FALSE,4,2,0,0,1638,10079,1629387449243,1629387459322,-1,-1,-1
visitor-p0pzb,red,blue,trial,3,detector,blue,6,0.5,0,0,2,4,2,FALSE,0,0,0,0,5518,5520,1629387460328,1629387465848,blue,"['TRUE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']","['red', 'red', 'red', 'red', 'blue', 'blue', 'blue']"
visitor-p0pzb,red,blue,trial,4,detector,blue,6,0.5,4,2,5,1,5,FALSE,1,5,0,0,139570,148262,1629387466850,1629387615112,-1,-1,-1
visitor-p0pzb,red,blue,trial,5,detector,blue,6,0.5,3,3,3,3,3,FALSE,3,3,0,0,14927,23404,1629387616118,1629387639523,-1,-1,-1
visitor-p0pzb,red,blue,trial,6,detector,blue,6,0.5,3,3,6,0,6,FALSE,0,6,0,0,1487,9969,1629387640524,1629387650493,-1,-1,-1
visitor-p0pzb,red,blue,trial,7,detector,blue,6,0.5,4,2,3,3,3,TRUE,6,0,14,16,1605,10188,1629387654004,1629387664192,-1,-1,-1
visitor-p0pzb,red,blue,trial,8,detector,blue,6,0.5,4,2,2,4,2,TRUE,1,2,14,16,8008,16388,1629387665196,1629387681584,-1,-1,-1
visitor-p0pzb,red,blue,trial,9,detector,blue,6,0.5,4,2,2,4,2,TRUE,1,2,14,16,1580,10044,1629387682587,1629387692631,-1,-1,-1
visitor-p0pzb,red,blue,trial,10,detector,blue,6,0.5,4,2,2,4,2,TRUE,1,2,14,16,1314,9810,1629387693633,1629387703444,-1,-1,-1
visitor-p0pzb,red,blue,trial,11,detector,blue,6,0.5,0,0,2,4,2,TRUE,0,0,14,16,5046,5049,1629387704452,1629387709501,red,"['FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'TRUE']","['blue', 'red', 'red', 'red', 'blue', 'blue', 'red']"
visitor-p0pzb,red,blue,trial,12,detector,blue,6,0.5,3,3,1,5,1,FALSE,5,1,14,16,794,9262,1629387710505,1629387719767,-1,-1,-1
visitor-p0pzb,red,blue,trial,13,liar,red,6,0.5,0,0,1,5,1,FALSE,0,0,28,23,29726,29727,1629387740026,1629387769753,blue,"['TRUE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']","['blue', 'red', 'red', 'blue', 'red', 'blue', 'red']"
visitor-p0pzb,red,blue,trial,14,liar,red,6,0.5,0,6,2,2,4,FALSE,2,4,28,23,11729,27638,1629387770757,1629387798395,-1,-1,-1
visitor-p0pzb,red,blue,trial,15,liar,red,6,0.5,1,5,3,3,3,TRUE,0,6,28,23,5857,20727,1629387799400,1629387820127,-1,-1,-1
visitor-p0pzb,red,blue,trial,16,liar,red,6,0.5,3,3,4,4,2,FALSE,4,2,28,23,4709,19839,1629387821136,1629387840975,-1,-1,-1
visitor-p0pzb,red,blue,trial,17,liar,red,6,0.5,4,2,4,4,2,TRUE,4,-1,28,23,8686,26165,1629387841981,1629387868147,-1,-1,-1
visitor-p0pzb,red,blue,trial,18,liar,red,6,0.5,6,0,6,6,0,TRUE,6,-3,28,23,4707,21083,1629387869153,1629387890236,-1,-1,-1
visitor-p0pzb,red,blue,trial,19,liar,red,6,0.5,0,0,6,6,0,TRUE,0,0,44,31,5087,5094,1629387893742,1629387898836,red,"['TRUE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']","['red', 'blue', 'red', 'red', 'blue', 'red', 'blue']"
visitor-p0pzb,red,blue,trial,20,liar,red,6,0.5,4,2,4,4,2,TRUE,4,-1,44,31,9079,24256,1629387899841,1629387924098,-1,-1,-1
visitor-p0pzb,red,blue,trial,21,liar,red,6,0.5,2,4,5,5,1,TRUE,0,6,44,31,13264,28286,1629387925101,1629387953387,-1,-1,-1
visitor-p0pzb,red,blue,trial,22,liar,red,6,0.5,3,3,1,1,5,FALSE,1,5,44,31,52975,71508,1629387954393,1629388025902,-1,-1,-1
visitor-p0pzb,red,blue,trial,23,liar,red,6,0.5,2,4,2,2,4,FALSE,2,4,44,31,4686,23694,1629388026908,1629388050602,-1,-1,-1
visitor-p0pzb,red,blue,trial,24,liar,red,6,0.5,5,1,5,5,1,TRUE,5,-2,44,31,8241,26702,1629388051608,1629388078310,-1,-1,-1
visitor-55hy4,red,blue,trial,1,detector,blue,6,0.5,3,3,1,5,1,FALSE,5,1,0,0,11870,20367,1621298640143,1621298660511,-1,-1,-1
visitor-55hy4,red,blue,trial,2,detector,blue,6,0.5,3,3,3,3,3,FALSE,3,3,0,0,13565,22314,1621298661536,1621298683851,-1,-1,-1
visitor-55hy4,red,blue,trial,3,detector,blue,6,0.5,2,4,4,2,4,TRUE,-1,4,0,0,11422,19796,1621298684877,1621298704674,-1,-1,-1
visitor-55hy4,red,blue,trial,4,detector,blue,6,0.5,0,0,4,2,4,TRUE,0,0,0,0,10981,10983,1621298705697,1621298716680,blue,"['TRUE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'TRUE']","['blue', 'red', 'red', 'blue', 'red', 'red', 'blue']"
visitor-55hy4,red,blue,trial,5,detector,blue,6,0.5,4,2,0,6,0,FALSE,6,0,0,0,12747,21291,1621298717707,1621298738998,-1,-1,-1
visitor-55hy4,red,blue,trial,6,detector,blue,6,0.5,3,3,3,3,3,FALSE,3,3,0,0,6962,15353,1621298740007,1621298755360,-1,-1,-1
visitor-55hy4,red,blue,trial,7,detector,blue,6,0.5,2,4,4,2,4,FALSE,2,4,16,11,11743,20348,1621298758868,1621298779216,-1,-1,-1
visitor-55hy4,red,blue,trial,8,detector,blue,6,0.5,2,4,4,2,4,TRUE,-1,4,16,11,10860,19257,1621298780247,1621298799505,-1,-1,-1
visitor-55hy4,red,blue,trial,9,detector,blue,6,0.5,4,2,5,1,5,FALSE,1,5,16,11,9872,18603,1621298800530,1621298819134,-1,-1,-1
visitor-55hy4,red,blue,trial,10,detector,blue,6,0.5,2,4,6,0,6,FALSE,0,6,16,11,8263,16857,1621298820156,1621298837013,-1,-1,-1
visitor-55hy4,red,blue,trial,11,detector,blue,6,0.5,0,0,6,0,6,FALSE,0,0,16,11,12385,12386,1621298838039,1621298850425,red,"['TRUE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'TRUE']","['red', 'blue', 'red', 'blue', 'red', 'blue', 'red']"
visitor-55hy4,red,blue,trial,12,detector,blue,6,0.5,3,3,3,3,3,TRUE,0,3,16,11,13340,21975,1621298851482,1621298873457,-1,-1,-1
